Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
srpk3_hom_ttnb_het_1	-3.447565995539855	6.3960048893833275	2.0292978278006637	0.6052183887422277	-0.031310601902278114	2.0620710019021695	-2.0386846702913233	4.207358043206327	-1.4291041355256273	1.2774077358570242	-1.337969849033592	2.7014179404135144	-0.8847577509776752	2.1713618202764304	-1.3576358248010014	0.6978579760106736	-0.9649517250242872	1.8946690364200094	0.9556919980898169
srpk3_hom_ttnb_het_2	-5.970672300086619	-2.510074934414752	0.554079471094481	-5.16136894881374	1.0905883031259582	1.4640707802493051	0.5447328331358627	3.194695366996604	3.149104213478765	-1.6404389984985384	-0.13329473479929918	-1.131979062248084	1.0108817141322342	-0.16796053998902188	-2.140752647617113	-0.6125699674086653	-2.324193874035583	-1.2782869396085537	0.39573582550476044
srpk3_hom_ttnb_het_7	-1.3848896539145454	5.553849942952931	4.348095266301959	-1.4109782685249885	1.1960368481687877	-4.558599229346575	1.4375730117187338	-1.7387801376262964	1.667141126538354	-2.374329678880558	0.5145633903900366	-0.7740105426626341	-0.05706139115389417	1.2774166083974057	-1.8885688897781205	1.156087252492202	1.617593157708058	-0.9834379275041782	0.9143716957464549
srpk3_hom_ttnb_het_8	-4.487528999517987	2.3626768031073544	4.866570542567089	-0.5166228513146709	-1.5129199462796352	-2.663730725467178	-3.8720831821231583	2.052183933338336	-0.39697083094642516	-1.8217359335916208	-1.153063201928068	-0.496719382511859	1.2622594837605887	-4.285990406066421	2.693320473414409	-0.04751561532142935	0.40756785266453344	0.6696233857496026	-0.21605515585917123
srpk3_hom_ttnb_het_9	-6.015031562144593	-4.536573096197653	-0.7857803619101501	1.2580242991436976	-1.2739338724980815	1.297707087093454	2.901373033467297	-0.2981272669862835	2.740134857296363	1.5345487070957087	-1.7278998597555548	-0.5198416478363359	2.4950392090824893	1.6863397220631442	3.0877118820286453	-0.04126793437104796	0.20062985870976616	0.46723534720972776	0.8975976836615348
srpk3_hom_ttnb_het_10	-4.819355341339478	-1.8646906937215961	0.43468919462295236	4.263363953214224	-1.5623196381420108	0.4870096223311188	1.5669782613490577	0.004728834739986726	2.051145923719334	1.174208634945689	0.6277490654553809	2.5411890918669977	1.1513106684599888	-2.097086232823426	-1.816101951744151	-0.950050310255447	1.630759188410269	-0.6339948852315658	0.9342898507998039
srpk3_hom_ttnb_wt_1	-5.36910929375386	5.509993500330581	-4.678290146728178	1.3183126229612243	0.41492774386232467	0.6037915801492318	0.5862292470557228	-1.725338853604108	0.2865463655258774	-0.05690622091059758	2.4221146514936454	-0.23415563465083078	0.8844694600010987	-1.5946734250202796	-1.7705878501611447	1.9077050727448661	-0.11194215379381492	1.3300019524642759	-1.3383639043353992
srpk3_hom_ttnb_wt_4	-7.05548872815463	-3.8740176297730216	0.1824461370897305	-4.302501950957245	-0.1813958316607891	-0.4571377109034397	1.5317451932143915	-0.4131729558305076	-4.47784997590556	-0.13152009347336668	1.2404779485042583	0.584132759973877	-1.9380329945349812	-0.21284719674655692	1.0564681359448946	1.4860429112003322	-0.36774442571448435	-2.0441427777086894	0.4484432560285783
srpk3_hom_ttnb_wt_5	-3.7245678974512515	4.937024219304555	-2.976711542009837	1.8752641723100205	2.145087300886125	4.628378921550326	1.6590176356786783	1.788288307422952	-1.9951902198113696	-1.1044109652316982	1.5109743515459144	-1.5279131312041598	0.758979579495251	0.32826779723666155	1.4903828721804844	-1.1908814133042371	0.37633644204591976	-1.2695710794498316	-1.5043783700756514
srpk3_hom_ttnb_wt_6	-5.00411648889232	-3.087687285117494	4.321457335877712	4.162789329361244	0.5116408925375947	-1.0483586541282781	1.5988400329722814	-1.9288968681381302	-0.4059216608772459	-0.1813351846284012	2.002749593255299	0.24713286946234136	-3.425417014338664	-0.5903369099061804	-0.0010407059890925885	-3.0491338149545806	-1.4354848655653032	1.5165414687639795	0.17052740054249194
srpk3_hom_ttnb_wt_7	-2.3196499155589727	-1.3558902360679501	4.589515504714467	4.584285280274834	1.1445909779522823	1.2833088750274315	-1.7955359173394123	-0.843100841218282	-0.07041143990477	3.267314735534487	0.10083908367362632	-1.218746652022123	0.13915297877788174	0.7163447777395653	-0.08620238664493576	2.5627257022902983	0.70908341388572	-0.7675983304555668	-1.0922161484640516
srpk3_hom_ttnb_wt_8	-3.573937739048941	-3.146848930203843	5.6239570419735205	-5.509140475796538	1.2265509052369277	0.0068787436218050654	-0.19730154698664754	-1.9165381125422143	-0.7413330532453626	-0.1812359841357494	-0.6754546633879491	0.4364546564402521	0.3871097022688616	2.322754192497318	0.530719223427768	0.006783186128181906	1.221442401817118	1.7016081526021933	-0.7156461340410483
srpk3_wt_ttnb_het_1	-0.903025833027586	4.893326670233898	-6.328627171733138	-2.2286706845937507	0.3947289035968574	-2.7463156155877515	-0.8780740597764674	-2.3886030724741536	-0.49037405085028757	3.3586623916151157	-0.21723621143687497	-2.82290184722732	0.3592681662131849	-0.3453757902582478	0.47673120729303126	-0.3935732207365349	-1.537868754538274	0.7493790275209575	1.9776154084007453
srpk3_wt_ttnb_het_2	3.894608535648948	4.256304112600177	-3.239468291160953	-0.5888645803009658	1.8712367276401356	-3.449114743719883	-0.13538431854980326	-0.11529964233053769	-1.0341103643719851	-0.3247493285428289	1.0128734075846753	3.1849921915703896	2.5526099097928676	1.828996514887366	1.0543013852895604	-2.340916907111612	0.4473299643680922	-0.5388754613179001	-0.6959052079146195
srpk3_wt_ttnb_het_3	-2.6939465818148176	-4.167452517804152	-5.125117435802382	3.241283034584362	-3.56666359941627	-1.2201259193191931	-3.1911780129804117	0.8650916399859498	-1.725824280152029	-1.5098927286669324	-2.1424532660489817	-2.848223806064595	-0.7424798713144468	1.8207184379790524	-1.9947008069432428	-1.607153013767311	1.6182687817461283	-0.31452625988755245	-0.21248284704111953
srpk3_wt_ttnb_het_7	5.243239483124151	0.08385439260463579	-0.51421597983486	-0.37394749817165296	-6.653902075232653	3.7019678205848097	-3.4113828586008834	-2.566571836273698	1.4618184514454828	-2.5170629903784545	3.0761430722422647	0.8460622079758375	-0.012668331843506936	1.1967490617568681	1.1340078371806015	0.7151106752924392	-0.6504396492226827	-0.1304610376583777	1.0738944534489092
srpk3_wt_ttnb_het_8	2.513287619755257	4.6769702002102465	-0.33502260635166686	-1.0698350030186763	-1.0703628431033807	-0.9239009733468607	-1.1037272272457432	-0.03772019620507672	3.730972173250624	2.0673127412142325	-1.6579090182038918	0.8102922199682344	-3.8101288922144265	0.21368727659742853	1.2566494371163264	-0.5301066736915083	-0.2875213859986036	-2.009417149034217	-1.8423140018715294
srpk3_wt_ttnb_het_9	1.1037730682578537	-2.8933465539368157	-4.089383426074181	-2.1177309012096837	-1.487161172039502	1.471753293997606	0.6823229851054338	-3.4314806225865775	-1.4132068342502135	-0.41128614275336367	-4.04299085386224	2.6200395150280897	0.530525537573648	-1.8354306011495614	-1.432137877181279	0.3689641051598803	-0.7029060361182292	-0.02560688095817802	-1.1035916168202058
srpk3_wt_ttnb_wt_2	6.259642946990104	-3.3853431781961563	-3.5701627509003218	-2.3910474196469993	1.5394223958982653	0.7780997879721613	-0.23292916098694844	2.5723425501562796	-0.35495628621047215	1.84076105814	1.360600323480149	0.8980053708994638	-1.4418072515664564	-1.4657269585413681	0.15230959700279692	0.233448815292422	2.293417622358395	-0.3046361191185933	2.152193657206678
srpk3_wt_ttnb_wt_3	7.055203158474863	3.8688376784744136	-0.36920650245975456	1.5165822247543794	3.663126615903424	3.192574745210185	2.6760026407352724	-0.7984539139893072	0.46745009283445693	-3.0881736008524125	-2.7040514889167646	-1.0891035501946198	-1.867564285915547	-0.6119781930964583	0.8987039894762672	0.46675808591895585	0.7589856546420148	1.026410943410597	1.072050381486277
srpk3_wt_ttnb_wt_4	11.090106412133924	1.9972353655780766	5.165886445044064	-1.0155331534750336	-6.861555111176042	-0.730331666073832	4.5243445817227945	1.9248456870535549	-1.796782693129607	1.5572498583427299	0.1385919582809531	-1.6352498741350137	0.9723783407660698	-0.4158361689958193	-0.866406891174758	-0.2778823689017841	-0.3381847211082174	0.3005107453273693	-0.7425845626728236
srpk3_wt_ttnb_wt_5	3.968090064511396	-6.365722248979505	-5.026846818762727	3.6286034435141286	0.7742876318821972	-4.717101007507445	1.3278107349585608	2.7908496158348464	0.8846211315062859	-1.7808686728871934	0.6853974655709019	0.6789597890399091	-0.5746978718561402	0.7376800645733044	0.9696004887224204	2.4785180907915443	-1.2600265669065873	0.9525397292701283	-0.9033431125332085
srpk3_wt_ttnb_wt_6	8.508488058206007	-2.243882808185361	4.8185047817696605	4.407930207841655	4.463912629033776	0.11598301572574696	-2.104274260624332	-1.2690377387841447	-1.4564331966072022	-0.0028189512887961954	-0.6980260109739558	-0.041056944602550535	1.9469888219384615	-0.0629689114515731	-0.557821866710356	-0.1292415044045852	-1.8787890263215066	-1.731351974242458	1.0032993748585377
srpk3_wt_ttnb_wt_7	7.132446983142966	-5.104547662181889	0.10433348487184124	-4.175415220878051	3.7653868157259884	1.4211209699850829	-2.0764149756089516	0.07073807985448555	1.349534686192605	1.049299611975503	1.797274846870073	-1.2087765372787909	0.30364208345309607	-0.61410493995964055	-0.88894883033202	-0.9097091290930512	0.5786388459915528	1.4233870334368246	-1.6288299241457598
